date,time,distance,cnt,pwm,uid,,,,,,
22/04/29,14:52:17,24,61,90,88,,,,,,
22/04/29,14:52:17,20,61,91,88,,,,,,
22/04/29,14:52:17,27,61,90,88,,,,,,
22/04/29,14:52:18,26,61,90,88,,,,,,
22/04/29,14:52:18,36,61,90,88,,,,,,
22/04/29,14:52:18,40,61,90,88,,,,,,
22/04/29,14:52:18,45,61,90,88,,,,,,
22/04/29,14:52:18,48,61,90,88,,,,,,
22/04/29,14:52:19,39,61,90,88,,,,,,
22/04/29,14:52:19,37,61,90,88,,,,,,
22/04/29,14:52:19,35,61,90,88,,,,,,
22/04/29,14:52:19,30,61,90,88,,,,,,
22/04/29,14:52:19,26,60,90,88,,,,,,
22/04/29,14:52:19,24,60,90,88,,,,,,
22/04/29,14:52:20,19,60,90,88,,,,,,
22/04/29,14:52:20,25,60,90,88,,,,,,
22/04/29,14:52:20,27,60,90,88,,,,,,
22/04/29,14:52:20,34,60,90,88,,,,,,
22/04/29,14:52:20,39,60,90,88,,,,,,
22/04/29,14:52:21,43,60,90,88,,,,,,
22/04/29,14:52:21,43,60,90,88,,,,,,
22/04/29,14:52:21,42,60,90,88,,,,,,
22/04/29,14:52:21,37,60,90,88,,,,,,
22/04/29,14:52:21,34,60,90,88,,,,,,
22/04/29,14:52:22,23,60,90,88,,,,,,
22/04/29,14:52:22,23,59,90,88,,,,,,
22/04/29,14:52:22,23,59,91,88,,,,,,
22/04/29,14:52:22,28,59,90,88,,,,,,
22/04/29,14:52:22,22,59,90,88,,,,,,
22/04/29,14:52:22,26,59,90,88,,,,,,
22/04/29,14:52:23,27,59,90,88,,,,,,
22/04/29,14:52:23,36,59,90,88,,,,,,
22/04/29,14:52:23,36,59,90,88,,,,,,
22/04/29,14:52:23,44,59,90,88,,,,,,
22/04/29,14:52:23,45,59,90,88,,,,,,
22/04/29,14:52:24,42,59,90,88,,,,,,
22/04/29,14:52:24,36,59,91,88,,,,,,
22/04/29,14:52:24,37,59,90,88,,,,,,
22/04/29,14:52:24,26,59,90,88,,,,,,
22/04/29,14:52:24,21,58,90,88,,,,,,
22/04/29,14:52:25,22,58,91,88,,,,,,
22/04/29,14:52:25,22,58,91,88,,,,,,
22/04/29,14:52:25,18,58,91,88,,,,,,
22/04/29,14:52:25,27,58,90,88,,,,,,
22/04/29,14:52:25,34,58,90,88,,,,,,
22/04/29,14:52:25,37,58,90,88,,,,,,
22/04/29,14:52:26,39,58,90,88,,,,,,
22/04/29,14:52:26,45,58,90,88,,,,,,
22/04/29,14:52:26,48,58,91,88,,,,,,
22/04/29,14:52:26,44,58,90,88,,,,,,
22/04/29,14:52:26,38,58,90,88,,,,,,
22/04/29,14:52:27,35,58,90,88,,,,,,
22/04/29,14:52:27,29,58,90,88,,,,,,
22/04/29,14:52:27,26,57,90,88,,,,,,
22/04/29,14:52:27,21,57,91,88,,,,,,
22/04/29,14:52:27,21,57,91,88,,,,,,
22/04/29,14:52:28,27,57,91,88,,,,,,
22/04/29,14:52:28,28,57,90,88,,,,,,
22/04/29,14:52:28,33,57,90,88,,,,,,
22/04/29,14:52:28,37,57,90,88,,,,,,
22/04/29,14:52:28,39,57,90,88,,,,,,
22/04/29,14:52:28,44,57,90,88,,,,,,
22/04/29,14:52:29,39,57,90,88,,,,,,
22/04/29,14:52:29,36,57,90,88,,,,,,
22/04/29,14:52:29,33,57,90,88,,,,,,
22/04/29,14:52:29,26,57,90,88,,,,,,
22/04/29,14:52:29,25,56,90,88,,,,,,
22/04/29,14:52:30,26,56,90,88,,,,,,
22/04/29,14:52:30,27,56,90,88,,,,,,
22/04/29,14:52:30,24,56,90,88,,,,,,
22/04/29,14:52:30,27,56,90,88,,,,,,
22/04/29,14:52:30,31,56,90,88,,,,,,
22/04/29,14:52:31,33,56,90,88,,,,,,
22/04/29,14:52:31,37,56,90,88,,,,,,
22/04/29,14:52:31,44,56,90,88,,,,,,
22/04/29,14:52:31,44,56,91,88,,,,,,
22/04/29,14:52:31,39,56,90,88,,,,,,
22/04/29,14:52:31,36,56,90,88,,,,,,
22/04/29,14:52:32,36,56,90,88,,,,,,
22/04/29,14:52:32,25,56,90,88,,,,,,
22/04/29,14:52:32,23,55,90,88,,,,,,
22/04/29,14:52:32,20,55,91,88,,,,,,
22/04/29,14:52:32,20,55,91,88,,,,,,
22/04/29,14:52:33,21,55,91,88,,,,,,
22/04/29,14:52:33,26,55,90,88,,,,,,
22/04/29,14:52:33,32,55,90,88,,,,,,
22/04/29,14:52:33,36,55,90,88,,,,,,
22/04/29,14:52:33,41,55,91,88,,,,,,
22/04/29,14:52:34,46,55,90,88,,,,,,
22/04/29,14:52:34,48,55,90,88,,,,,,
22/04/29,14:52:34,43,55,91,88,,,,,,
22/04/29,14:52:34,38,55,91,88,,,,,,
22/04/29,14:52:34,30,55,90,88,,,,,,
22/04/29,14:52:34,27,55,90,88,,,,,,
22/04/29,14:52:35,25,54,90,88,,,,,,
22/04/29,14:52:35,21,54,90,88,,,,,,
22/04/29,14:52:35,21,54,91,88,,,,,,
22/04/29,14:52:35,23,54,91,88,,,,,,
22/04/29,14:52:35,31,54,90,88,,,,,,
22/04/29,14:52:36,32,54,90,88,,,,,,
22/04/29,14:52:36,37,54,90,88,,,,,,
22/04/29,14:52:36,42,54,90,88,,,,,,
22/04/29,14:52:36,43,54,91,88,,,,,,
22/04/29,14:52:36,42,54,90,88,,,,,,
22/04/29,14:52:37,37,54,90,88,,,,,,
22/04/29,14:52:37,32,54,90,88,,,,,,
22/04/29,14:52:37,25,54,90,88,,,,,,
22/04/29,14:52:37,20,53,91,88,,,,,,
22/04/29,14:52:37,24,53,90,88,,,,,,
22/04/29,14:52:37,31,53,91,88,,,,,,
22/04/29,14:52:38,23,53,90,88,,,,,,
22/04/29,14:52:38,26,53,90,88,,,,,,
22/04/29,14:52:38,30,53,90,88,,,,,,
22/04/29,14:52:38,36,53,90,88,,,,,,
22/04/29,14:52:38,37,53,90,88,,,,,,
22/04/29,14:52:39,41,53,90,88,,,,,,
22/04/29,14:52:39,43,53,91,88,,,,,,
22/04/29,14:52:39,42,53,91,88,,,,,,
22/04/29,14:52:39,38,53,90,88,,,,,,
22/04/29,14:52:39,35,53,91,88,,,,,,
22/04/29,14:52:40,27,53,90,88,,,,,,
22/04/29,14:52:40,23,52,90,88,,,,,,
22/04/29,14:52:40,20,52,90,88,,,,,,
22/04/29,14:52:40,24,52,91,88,,,,,,
22/04/29,14:52:40,19,52,90,88,,,,,,
22/04/29,14:52:40,23,52,90,88,,,,,,
22/04/29,14:52:41,30,52,90,88,,,,,,
22/04/29,14:52:41,37,52,90,88,,,,,,
22/04/29,14:52:41,39,52,90,88,,,,,,
22/04/29,14:52:41,45,52,90,88,,,,,,
22/04/29,14:52:41,51,52,91,88,,,,,,
22/04/29,14:52:42,44,52,90,88,,,,,,
22/04/29,14:52:42,39,52,90,88,,,,,,
22/04/29,14:52:42,35,52,90,88,,,,,,
22/04/29,14:52:42,29,52,90,88,,,,,,
22/04/29,14:52:42,23,51,90,88,,,,,,
22/04/29,14:52:43,23,51,90,88,,,,,,
22/04/29,14:52:43,18,51,90,88,,,,,,
22/04/29,14:52:43,21,51,91,88,,,,,,
22/04/29,14:52:43,29,51,90,88,,,,,,
22/04/29,14:52:43,33,51,90,88,,,,,,
22/04/29,14:52:43,38,51,90,88,,,,,,
22/04/29,14:52:44,37,51,90,88,,,,,,
22/04/29,14:52:44,47,51,90,88,,,,,,
22/04/29,14:52:44,41,51,90,88,,,,,,
22/04/29,14:52:44,36,51,90,88,,,,,,
22/04/29,14:52:44,32,51,90,88,,,,,,
22/04/29,14:52:45,24,51,90,88,,,,,,
22/04/29,14:52:45,24,50,90,88,,,,,,
22/04/29,14:52:45,22,50,91,88,,,,,,
22/04/29,14:52:45,31,50,90,88,,,,,,
22/04/29,14:52:45,24,50,90,88,,,,,,
22/04/29,14:52:46,23,50,90,88,,,,,,
22/04/29,14:52:46,28,50,90,88,,,,,,
22/04/29,14:52:46,38,50,90,88,,,,,,
22/04/29,14:52:46,37,50,90,88,,,,,,
22/04/29,14:52:46,41,50,90,88,,,,,,
22/04/29,14:52:46,43,50,91,88,,,,,,
22/04/29,14:52:47,41,50,90,88,,,,,,
22/04/29,14:52:47,39,50,90,88,,,,,,
22/04/29,14:52:47,35,50,90,88,,,,,,
22/04/29,14:52:47,25,50,90,88,,,,,,
22/04/29,14:52:47,20,49,90,88,,,,,,
22/04/29,14:52:48,23,49,91,88,,,,,,
22/04/29,14:52:48,25,49,91,88,,,,,,
22/04/29,14:52:48,21,49,90,88,,,,,,
22/04/29,14:52:48,25,49,90,88,,,,,,
22/04/29,14:52:48,31,49,90,88,,,,,,
22/04/29,14:52:49,33,49,90,88,,,,,,
22/04/29,14:52:49,39,49,90,88,,,,,,
22/04/29,14:52:49,44,49,90,88,,,,,,
22/04/29,14:52:49,48,49,90,88,,,,,,
22/04/29,14:52:49,44,49,91,88,,,,,,
22/04/29,14:52:50,37,49,90,88,,,,,,
22/04/29,14:52:50,34,49,90,88,,,,,,
22/04/29,14:52:50,28,49,90,88,,,,,,
22/04/29,14:52:50,23,48,90,88,,,,,,
22/04/29,14:52:50,20,48,90,88,,,,,,
22/04/29,14:52:50,23,48,90,88,,,,,,
22/04/29,14:52:51,20,48,91,88,,,,,,
22/04/29,14:52:51,25,48,90,88,,,,,,
22/04/29,14:52:51,30,48,90,88,,,,,,
22/04/29,14:52:51,37,48,90,88,,,,,,
22/04/29,14:52:51,42,48,90,88,,,,,,
22/04/29,14:52:52,47,48,90,88,,,,,,
22/04/29,14:52:52,47,48,90,88,,,,,,
22/04/29,14:52:52,46,48,90,88,,,,,,
22/04/29,14:52:52,40,48,90,88,,,,,,
22/04/29,14:52:52,34,48,90,88,,,,,,
22/04/29,14:52:53,30,48,90,88,,,,,,
22/04/29,14:52:53,25,47,90,88,,,,,,
22/04/29,14:52:53,21,47,90,88,,,,,,
22/04/29,14:52:53,20,47,90,88,,,,,,
22/04/29,14:52:53,23,47,91,88,,,,,,
22/04/29,14:52:53,25,47,90,88,,,,,,
22/04/29,14:52:54,33,47,90,88,,,,,,
22/04/29,14:52:54,36,47,90,88,,,,,,
22/04/29,14:52:54,42,47,91,88,,,,,,
22/04/29,14:52:54,47,47,91,88,,,,,,
22/04/29,14:52:54,40,47,90,88,,,,,,
22/04/29,14:52:55,37,47,90,88,,,,,,
22/04/29,14:52:55,34,47,90,88,,,,,,
22/04/29,14:52:55,27,47,90,88,,,,,,
22/04/29,14:52:55,19,46,91,88,,,,,,
22/04/29,14:52:55,21,46,90,88,,,,,,
22/04/29,14:52:56,30,46,90,88,,,,,,
22/04/29,14:52:56,24,46,90,88,,,,,,
22/04/29,14:52:56,24,46,90,88,,,,,,
22/04/29,14:52:56,26,46,90,88,,,,,,
22/04/29,14:52:56,32,46,90,88,,,,,,
22/04/29,14:52:56,40,46,90,88,,,,,,
22/04/29,14:52:57,44,46,91,88,,,,,,
22/04/29,14:52:57,45,46,90,88,,,,,,
22/04/29,14:52:57,40,46,90,88,,,,,,
22/04/29,14:52:57,39,46,90,88,,,,,,
22/04/29,14:52:57,36,46,90,88,,,,,,
22/04/29,14:52:58,27,46,90,88,,,,,,
22/04/29,14:52:58,24,45,90,88,,,,,,
22/04/29,14:52:58,21,45,90,88,,,,,,
22/04/29,14:52:58,22,45,91,88,,,,,,
22/04/29,14:52:58,20,45,90,88,,,,,,
22/04/29,14:52:59,25,45,90,88,,,,,,
22/04/29,14:52:59,31,45,90,88,,,,,,
22/04/29,14:52:59,35,45,90,88,,,,,,
22/04/29,14:52:59,39,45,91,88,,,,,,
22/04/29,14:52:59,44,45,90,88,,,,,,
22/04/29,14:52:59,49,45,90,88,,,,,,
22/04/29,14:53:00,43,45,91,88,,,,,,
22/04/29,14:53:00,41,45,90,88,,,,,,
22/04/29,14:53:00,38,45,90,88,,,,,,
22/04/29,14:53:00,30,45,90,88,,,,,,
22/04/29,14:53:00,25,44,90,88,,,,,,
22/04/29,14:53:01,19,44,90,88,,,,,,
22/04/29,14:53:01,22,44,90,88,,,,,,
22/04/29,14:53:01,23,44,90,88,,,,,,
22/04/29,14:53:01,24,44,90,88,,,,,,
22/04/29,14:53:01,34,44,90,88,,,,,,
22/04/29,14:53:02,39,44,90,88,,,,,,
22/04/29,14:53:02,45,44,90,88,,,,,,
22/04/29,14:53:02,42,44,90,88,,,,,,
22/04/29,14:53:02,37,44,91,88,,,,,,
22/04/29,14:53:02,37,44,90,88,,,,,,
22/04/29,14:53:02,33,44,90,88,,,,,,
22/04/29,14:53:03,26,44,90,88,,,,,,
22/04/29,14:53:03,20,43,90,88,,,,,,
22/04/29,14:53:03,22,43,90,88,,,,,,
22/04/29,14:53:03,26,43,90,88,,,,,,
22/04/29,14:53:03,21,43,90,88,,,,,,
22/04/29,14:53:04,26,43,90,88,,,,,,
22/04/29,14:53:04,29,43,90,88,,,,,,
22/04/29,14:53:04,33,43,90,88,,,,,,
22/04/29,14:53:04,37,43,90,88,,,,,,
22/04/29,14:53:04,42,43,90,88,,,,,,
22/04/29,14:53:05,45,43,90,88,,,,,,
22/04/29,14:53:05,41,43,90,88,,,,,,
22/04/29,14:53:05,37,43,91,88,,,,,,
22/04/29,14:53:05,36,43,90,88,,,,,,
22/04/29,14:53:05,23,43,90,88,,,,,,
22/04/29,14:53:05,25,42,90,88,,,,,,
22/04/29,14:53:06,21,42,90,88,,,,,,
22/04/29,14:53:06,24,42,90,88,,,,,,
22/04/29,14:53:06,21,42,91,88,,,,,,
22/04/29,14:53:06,28,42,90,88,,,,,,
22/04/29,14:53:06,30,42,90,88,,,,,,
22/04/29,14:53:07,35,42,90,88,,,,,,
22/04/29,14:53:07,43,42,91,88,,,,,,
22/04/29,14:53:07,41,42,90,88,,,,,,
22/04/29,14:53:07,46,42,91,88,,,,,,
22/04/29,14:53:07,45,42,91,88,,,,,,
22/04/29,14:53:08,37,42,90,88,,,,,,
22/04/29,14:53:08,36,42,90,88,,,,,,
22/04/29,14:53:08,28,42,90,88,,,,,,
22/04/29,14:53:08,25,41,90,88,,,,,,
22/04/29,14:53:08,19,41,90,88,,,,,,
22/04/29,14:53:08,18,41,90,88,,,,,,
22/04/29,14:53:09,22,41,91,88,,,,,,
22/04/29,14:53:09,25,41,90,88,,,,,,
22/04/29,14:53:09,32,41,90,88,,,,,,
22/04/29,14:53:09,37,41,90,88,,,,,,
22/04/29,14:53:09,41,41,90,88,,,,,,
22/04/29,14:53:10,47,41,90,88,,,,,,
22/04/29,14:53:10,37,41,91,88,,,,,,
22/04/29,14:53:10,35,41,90,88,,,,,,
22/04/29,14:53:10,31,41,90,88,,,,,,
22/04/29,14:53:10,25,41,90,88,,,,,,
22/04/29,14:53:11,22,40,90,88,,,,,,
22/04/29,14:53:11,22,40,90,88,,,,,,
22/04/29,14:53:11,29,40,90,88,,,,,,
22/04/29,14:53:11,21,40,90,88,,,,,,
22/04/29,14:53:11,24,40,90,88,,,,,,
22/04/29,14:53:11,29,40,90,88,,,,,,
22/04/29,14:53:12,35,40,90,88,,,,,,
22/04/29,14:53:12,40,40,90,88,,,,,,
22/04/29,14:53:12,44,40,90,88,,,,,,
22/04/29,14:53:12,45,40,91,88,,,,,,
22/04/29,14:53:12,40,40,90,88,,,,,,
22/04/29,14:53:13,38,40,90,88,,,,,,
22/04/29,14:53:13,34,40,90,88,,,,,,
22/04/29,14:53:13,25,40,90,88,,,,,,
22/04/29,14:53:13,23,39,90,88,,,,,,
22/04/29,14:53:13,19,39,90,88,,,,,,
22/04/29,14:53:14,26,39,90,88,,,,,,
22/04/29,14:53:14,23,39,91,88,,,,,,
22/04/29,14:53:14,25,39,90,88,,,,,,
22/04/29,14:53:14,31,39,90,88,,,,,,
22/04/29,14:53:14,35,39,90,88,,,,,,
22/04/29,14:53:14,39,39,90,88,,,,,,
22/04/29,14:53:15,43,39,90,88,,,,,,
22/04/29,14:53:15,50,39,91,88,,,,,,
22/04/29,14:53:15,41,39,91,88,,,,,,
22/04/29,14:53:15,37,39,91,88,,,,,,
22/04/29,14:53:15,34,39,90,88,,,,,,
22/04/29,14:53:16,31,39,90,88,,,,,,
22/04/29,14:53:16,23,38,90,88,,,,,,
22/04/29,14:53:16,22,38,90,88,,,,,,
22/04/29,14:53:16,26,38,90,88,,,,,,
22/04/29,14:53:16,22,38,90,88,,,,,,
22/04/29,14:53:17,25,38,90,88,,,,,,
22/04/29,14:53:17,33,38,90,88,,,,,,
22/04/29,14:53:17,38,38,90,88,,,,,,
22/04/29,14:53:17,41,38,91,88,,,,,,
22/04/29,14:53:17,46,38,90,88,,,,,,
22/04/29,14:53:17,40,38,90,88,,,,,,
22/04/29,14:53:18,31,38,90,88,,,,,,
22/04/29,14:53:18,31,38,90,88,,,,,,
22/04/29,14:53:18,23,38,90,88,,,,,,
22/04/29,14:53:18,21,37,90,88,,,,,,
22/04/29,14:53:18,21,37,90,88,,,,,,
22/04/29,14:53:19,28,37,90,88,,,,,,
22/04/29,14:53:19,24,37,90,88,,,,,,
22/04/29,14:53:19,25,37,90,88,,,,,,
22/04/29,14:53:19,29,37,90,88,,,,,,
22/04/29,14:53:19,33,37,90,88,,,,,,
22/04/29,14:53:20,37,37,90,88,,,,,,
22/04/29,14:53:20,40,37,90,88,,,,,,
22/04/29,14:53:20,46,37,90,88,,,,,,
22/04/29,14:53:20,43,37,90,88,,,,,,
22/04/29,14:53:20,37,37,90,88,,,,,,
22/04/29,14:53:20,32,37,90,88,,,,,,
22/04/29,14:53:21,29,37,90,88,,,,,,
22/04/29,14:53:21,21,36,90,88,,,,,,
22/04/29,14:53:21,25,36,90,88,,,,,,
22/04/29,14:53:21,24,36,90,88,,,,,,
22/04/29,14:53:21,23,36,90,88,,,,,,
22/04/29,14:53:22,25,36,90,88,,,,,,
22/04/29,14:53:22,30,36,90,88,,,,,,
22/04/29,14:53:22,37,36,90,88,,,,,,
22/04/29,14:53:22,38,36,90,88,,,,,,
22/04/29,14:53:22,44,36,91,88,,,,,,
22/04/29,14:53:23,45,36,91,88,,,,,,
22/04/29,14:53:23,44,36,90,88,,,,,,
22/04/29,14:53:23,38,36,90,88,,,,,,
22/04/29,14:53:23,36,36,90,88,,,,,,
22/04/29,14:53:23,23,36,90,88,,,,,,
22/04/29,14:53:24,22,35,90,88,,,,,,
22/04/29,14:53:24,20,35,91,88,,,,,,
22/04/29,14:53:24,23,35,90,88,,,,,,
22/04/29,14:53:24,23,35,90,88,,,,,,
22/04/29,14:53:24,28,35,90,88,,,,,,
22/04/29,14:53:24,32,35,90,88,,,,,,
22/04/29,14:53:25,34,35,90,88,,,,,,
22/04/29,14:53:25,36,35,91,88,,,,,,
22/04/29,14:53:25,43,35,91,88,,,,,,
22/04/29,14:53:25,47,35,91,88,,,,,,
22/04/29,14:53:25,44,35,90,88,,,,,,
22/04/29,14:53:26,38,35,91,88,,,,,,
22/04/29,14:53:26,32,35,90,88,,,,,,
22/04/29,14:53:26,33,35,90,88,,,,,,
22/04/29,14:53:26,23,34,90,88,,,,,,
22/04/29,14:53:26,24,34,90,88,,,,,,
22/04/29,14:53:27,18,34,91,88,,,,,,
22/04/29,14:53:27,22,34,90,88,,,,,,
22/04/29,14:53:27,26,34,90,88,,,,,,
22/04/29,14:53:27,32,34,90,88,,,,,,
22/04/29,14:53:27,38,34,90,88,,,,,,
22/04/29,14:53:27,45,34,90,88,,,,,,
22/04/29,14:53:28,44,34,90,88,,,,,,
22/04/29,14:53:28,39,34,90,88,,,,,,
22/04/29,14:53:28,36,34,91,88,,,,,,
22/04/29,14:53:28,29,34,90,88,,,,,,
22/04/29,14:53:28,28,34,90,88,,,,,,
22/04/29,14:53:29,19,33,90,88,,,,,,
22/04/29,14:53:29,23,33,90,88,,,,,,
22/04/29,14:53:29,29,33,90,88,,,,,,
22/04/29,14:53:29,26,33,91,88,,,,,,
22/04/29,14:53:29,25,33,90,88,,,,,,
22/04/29,14:53:30,30,33,90,88,,,,,,
22/04/29,14:53:30,36,33,90,88,,,,,,
22/04/29,14:53:30,35,33,90,88,,,,,,
22/04/29,14:53:30,42,33,90,88,,,,,,
22/04/29,14:53:30,46,33,90,88,,,,,,
22/04/29,14:53:30,39,33,91,88,,,,,,
22/04/29,14:53:31,41,33,90,88,,,,,,
22/04/29,14:53:31,34,33,90,88,,,,,,
22/04/29,14:53:31,22,33,90,88,,,,,,
22/04/29,14:53:31,23,32,90,88,,,,,,
22/04/29,14:53:31,21,32,90,88,,,,,,
22/04/29,14:53:32,28,32,90,88,,,,,,
22/04/29,14:53:32,19,32,90,88,,,,,,
22/04/29,14:53:32,25,32,90,88,,,,,,
22/04/29,14:53:32,27,32,90,88,,,,,,
22/04/29,14:53:32,36,32,90,88,,,,,,
22/04/29,14:53:33,42,32,91,88,,,,,,
22/04/29,14:53:33,42,32,90,88,,,,,,
22/04/29,14:53:33,45,32,90,88,,,,,,
22/04/29,14:53:33,44,32,90,88,,,,,,
22/04/29,14:53:33,35,32,90,88,,,,,,
22/04/29,14:53:33,34,32,90,88,,,,,,
22/04/29,14:53:34,29,32,90,88,,,,,,
22/04/29,14:53:34,22,31,90,88,,,,,,
22/04/29,14:53:34,21,31,90,88,,,,,,
22/04/29,14:53:34,19,31,90,88,,,,,,
22/04/29,14:53:34,21,31,90,88,,,,,,
22/04/29,14:53:35,24,31,90,88,,,,,,
22/04/29,14:53:35,30,31,90,88,,,,,,
22/04/29,14:53:35,37,31,90,88,,,,,,
22/04/29,14:53:35,39,31,90,88,,,,,,
22/04/29,14:53:35,45,31,90,88,,,,,,
22/04/29,14:53:36,48,31,91,88,,,,,,
22/04/29,14:53:36,46,31,91,88,,,,,,
22/04/29,14:53:36,36,31,90,88,,,,,,
22/04/29,14:53:36,32,31,90,88,,,,,,
22/04/29,14:53:36,30,31,90,88,,,,,,
22/04/29,14:53:36,24,30,90,88,,,,,,
22/04/29,14:53:37,18,30,90,88,,,,,,
22/04/29,14:53:37,22,30,90,88,,,,,,
22/04/29,14:53:37,23,30,90,88,,,,,,
22/04/29,14:53:37,25,30,90,88,,,,,,
22/04/29,14:53:37,33,30,90,88,,,,,,
22/04/29,14:53:38,35,30,90,88,,,,,,
22/04/29,14:53:38,39,30,90,88,,,,,,
22/04/29,14:53:38,44,30,91,88,,,,,,
22/04/29,14:53:38,39,30,90,88,,,,,,
22/04/29,14:53:38,37,30,90,88,,,,,,
22/04/29,14:53:39,30,30,90,88,,,,,,
22/04/29,14:53:39,27,30,90,88,,,,,,
22/04/29,14:53:39,19,29,90,88,,,,,,
22/04/29,14:53:39,21,29,90,88,,,,,,
22/04/29,14:53:39,33,29,91,88,,,,,,
22/04/29,14:53:39,24,29,90,88,,,,,,
22/04/29,14:53:40,24,29,90,88,,,,,,
22/04/29,14:53:40,26,29,90,88,,,,,,
22/04/29,14:53:40,33,29,90,88,,,,,,
22/04/29,14:53:40,38,29,90,88,,,,,,
22/04/29,14:53:40,42,29,90,88,,,,,,
22/04/29,14:53:41,46,29,90,88,,,,,,
22/04/29,14:53:41,40,29,91,88,,,,,,
22/04/29,14:53:41,40,29,90,88,,,,,,
22/04/29,14:53:41,34,29,90,88,,,,,,
22/04/29,14:53:41,26,29,90,88,,,,,,
22/04/29,14:53:42,23,28,90,88,,,,,,
22/04/29,14:53:42,21,28,90,88,,,,,,
22/04/29,14:53:42,21,28,90,88,,,,,,
22/04/29,14:53:42,19,28,90,88,,,,,,
22/04/29,14:53:42,24,28,90,88,,,,,,
22/04/29,14:53:42,30,28,90,88,,,,,,
22/04/29,14:53:43,32,28,90,88,,,,,,
22/04/29,14:53:43,40,28,90,88,,,,,,
22/04/29,14:53:43,44,28,90,88,,,,,,
22/04/29,14:53:43,47,28,91,88,,,,,,
22/04/29,14:53:43,42,28,90,88,,,,,,
22/04/29,14:53:44,37,28,90,88,,,,,,
22/04/29,14:53:44,38,28,90,88,,,,,,
22/04/29,14:53:44,27,28,90,88,,,,,,
22/04/29,14:53:44,22,27,90,88,,,,,,
22/04/29,14:53:44,21,27,91,88,,,,,,
22/04/29,14:53:45,20,27,90,88,,,,,,
22/04/29,14:53:45,21,27,90,88,,,,,,
22/04/29,14:53:45,28,27,90,88,,,,,,
22/04/29,14:53:45,32,27,90,88,,,,,,
22/04/29,14:53:45,37,27,90,88,,,,,,
22/04/29,14:53:45,43,27,90,88,,,,,,
22/04/29,14:53:46,48,27,90,88,,,,,,
22/04/29,14:53:46,48,27,90,88,,,,,,
22/04/29,14:53:46,45,27,90,88,,,,,,
22/04/29,14:53:46,41,27,90,88,,,,,,
22/04/29,14:53:46,33,27,90,88,,,,,,
22/04/29,14:53:47,27,27,90,88,,,,,,
22/04/29,14:53:47,25,26,90,88,,,,,,
22/04/29,14:53:47,21,26,90,88,,,,,,
22/04/29,14:53:47,23,26,91,88,,,,,,
22/04/29,14:53:47,22,26,91,88,,,,,,
22/04/29,14:53:48,29,26,90,88,,,,,,
22/04/29,14:53:48,34,26,90,88,,,,,,
22/04/29,14:53:48,36,26,90,88,,,,,,
22/04/29,14:53:48,42,26,91,88,,,,,,
22/04/29,14:53:48,46,26,90,88,,,,,,
22/04/29,14:53:48,41,26,90,88,,,,,,
22/04/29,14:53:49,36,26,90,88,,,,,,
22/04/29,14:53:49,32,26,90,88,,,,,,
22/04/29,14:53:49,25,26,90,88,,,,,,
22/04/29,14:53:49,21,25,90,88,,,,,,
22/04/29,14:53:49,23,25,90,88,,,,,,
22/04/29,14:53:50,29,25,90,88,,,,,,
22/04/29,14:53:50,21,25,91,88,,,,,,
22/04/29,14:53:50,25,25,90,88,,,,,,
22/04/29,14:53:50,31,25,90,88,,,,,,
22/04/29,14:53:50,34,25,90,88,,,,,,
22/04/29,14:53:51,38,25,90,88,,,,,,
22/04/29,14:53:51,46,25,91,88,,,,,,
22/04/29,14:53:51,47,25,91,88,,,,,,
22/04/29,14:53:51,39,25,90,88,,,,,,
22/04/29,14:53:51,38,25,90,88,,,,,,
22/04/29,14:53:51,33,25,90,88,,,,,,
22/04/29,14:53:52,26,25,90,88,,,,,,
22/04/29,14:53:52,21,24,90,88,,,,,,
22/04/29,14:53:52,21,24,91,88,,,,,,
22/04/29,14:53:52,23,24,91,88,,,,,,
22/04/29,14:53:52,22,24,90,88,,,,,,
22/04/29,14:53:53,24,24,90,88,,,,,,
22/04/29,14:53:53,32,24,90,88,,,,,,
22/04/29,14:53:53,36,24,90,88,,,,,,
22/04/29,14:53:53,38,24,91,88,,,,,,
22/04/29,14:53:53,45,24,90,88,,,,,,
22/04/29,14:53:54,46,24,90,88,,,,,,
22/04/29,14:53:54,44,24,91,88,,,,,,
22/04/29,14:53:54,40,24,90,88,,,,,,
22/04/29,14:53:54,37,24,90,88,,,,,,
22/04/29,14:53:54,33,24,90,88,,,,,,
22/04/29,14:53:54,24,23,90,88,,,,,,
22/04/29,14:53:55,22,23,90,88,,,,,,
22/04/29,14:53:55,22,23,91,88,,,,,,
22/04/29,14:53:55,20,23,90,88,,,,,,
22/04/29,14:53:55,25,23,90,88,,,,,,
22/04/29,14:53:55,37,23,90,88,,,,,,
22/04/29,14:53:56,37,23,90,88,,,,,,
22/04/29,14:53:56,41,23,90,88,,,,,,
22/04/29,14:53:56,42,23,90,88,,,,,,
22/04/29,14:53:56,40,23,91,88,,,,,,
22/04/29,14:53:56,38,23,90,88,,,,,,
22/04/29,14:53:57,35,23,90,88,,,,,,
22/04/29,14:53:57,26,23,90,88,,,,,,
22/04/29,14:53:57,23,22,91,88,,,,,,
22/04/29,14:53:57,25,22,91,88,,,,,,
22/04/29,14:53:57,27,22,90,88,,,,,,
22/04/29,14:53:57,22,22,90,88,,,,,,
22/04/29,14:53:58,22,22,90,88,,,,,,
